Record ID,Entered name,Entered name author,Current name,Current name author,Current name TVK,Common name,Species notes,Site notes,Locality,Vice county,Country,Grid ref.,Lon,Lat,Altitude,Date,Date Start,Date End,Substrate,Substrate Qualifier,Other Substrate,FRDBI no,Literature,Other Literature,Source,Morph,NCC Ecosystem,Associations,VCname (Ent),VCnum (Ent),County,Certainty,Abundance,Licence,Start Year,End Year
9613669,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Linn of Dee,South Aberdeenshire,Scotland,NO0689,-3.54,56.987,,11/8/2010,11/8/2010,11/8/2010,,,mossy bole,2013265,,,,,A12 Coniferous woodland,Bog Moss (Sphagnum),"Aberdeenshire, South",92,,Certain,,,2010,2010
9617150,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Blackwood of Rannoch,Mid Perthshire,Scotland,NN55,-4.367,56.664,,10/8/2010,10/8/2010,10/8/2010,soil,,,2013376,,,,,A12 Coniferous woodland,Pine (Pinus),"Perthshire, Mid",88,,Certain,,,2010,2010
9617613,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Blackwood of Rannoch,Mid Perthshire,Scotland,NN55,-4.367,56.664,,10/8/2010,10/8/2010,10/8/2010,soil,,,2013340,,,,,A12 Coniferous woodland,Conifer (Pinophyta),"Perthshire, Mid",88,,Certain,,,2010,2010
9621800,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,East Rhidorroch,West Ross,Scotland,NH2393,-4.98,57.896,,25/8/1994,25/8/1994,25/8/1994,soil,,,48407,,,,,A132 Mixed plantation,European Larch (Larix decidua),"Ross, West",105,,Certain,,,1994,1994
9622476,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Lulworth Training Area,Dorset,England,SY9082,-2.136,50.642,,1/10/2006,1/10/2006,1/10/2006,soil,,,1206087,,,,,,Pine (Pinus),Dorset,9,,Certain,,,2006,2006
9622481,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Langdon Hill,Dorset,England,SY4193,-2.83,50.738,,5/10/2006,5/10/2006,5/10/2006,soil,,,1206088,,,,,A132 Mixed plantation,Larch (Larix),Dorset,9,,Certain,,,2006,2006
9623951,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Glen Cassley,East Sutherland,Scotland,NC4602,-4.598,57.985,,11/8/1990,11/8/1990,11/8/1990,soil,,,33982,,,,,A132 Mixed plantation,European Larch (Larix decidua),,,,Certain,,,1990,1990
9629730,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Killarney,North Kerry,Eire,V9689,-9.509,52.048,,01/09/1884 to 30/09/1884,1884-09-01,1884-09-30,,,,2016049,,,,,,,"Kerry, North",H2,,Certain,,,1884,1884
9635570,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Dundonnel Forest,West Ross,Scotland,NH1284,-5.158,57.811,,29/8/1994,29/8/1994,29/8/1994,soil,,,48728,,,,,A13 Mixed woodland,Larch (Larix),"Ross, West",105,,Certain,,,1994,1994
9648010,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Nesscliffe Hill,Shropshire,England,SJ3819,-2.913,52.77,40,15/10/1998,15/10/1998,15/10/1998,leaf,litter,,443526,,,,,A1 Woodland,Larch (Larix),Shropshire (Salop),40,,Certain,,,1998,1998
9651339,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Woodfield Bog,Offaly,Eire,N2536,-7.618,53.378,,12/9/1989,12/9/1989,12/9/1989,leaf,,,33371,,,,,E1 Bog,Scots Pine (Pinus sylvestris),Offaly,H18,,Certain,,,1989,1989
9672878,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Stockhill,North Somerset,England,ST550515,-2.646,51.261,260,21/8/2010,21/8/2010,21/8/2010,soil,,bare,1714579,,,,,A12 Coniferous woodland,Larch (Larix),"Somerset, North",6,,Certain,,,2010,2010
9672917,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Priors Wood,North Somerset,England,ST492745,-2.732,51.468,75,25/9/2010,25/9/2010,25/9/2010,soil,,bare,1714577,,,,,A122 Coniferous plantation,,"Somerset, North",6,,Certain,,,2010,2010
9674525,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Priors Wood,North Somerset,England,ST492745,-2.732,51.468,75,22/11/2015,22/11/2015,22/11/2015,soil,,bare,2063519,,,,,A13 Mixed woodland,Larch (Larix),"Somerset, North",6,,Certain,,,2015,2015
9679601,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Dolebury Warren,North Somerset,England,ST459589,-2.777,51.327,160,8/10/2006,8/10/2006,8/10/2006,soil,,,1346387,,,,,J3 Built-up areas,,"Somerset, North",6,,Certain,,,2006,2006
9689889,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,or Silkwood?,,Westonbirt,West Gloucestershire,England,ST854902,-2.212,51.611,140,5/9/1982,5/9/1982,5/9/1982,soil,,,551120,,,,,A3 Parkland & scattered trees,,"Gloucestershire, West",34,,Certain,,,1982,1982
9698591,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Morfa Harlech,Merionethshire,Wales,SH570330,-4.125,52.876,5,27/9/1987,27/9/1987,27/9/1987,soil,,,552465,,,,,A13 Mixed woodland,,Merionethshire,48,,Certain,,,1987,1987
9704247,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Witham Park,North Somerset,England,ST772389,-2.327,51.149,,8/9/2002,8/9/2002,8/9/2002,soil,,,862464,,,,,A1 Woodland,,"Somerset, North",6,,Certain,,,2002,2002
9718103,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Puttenham Common,Surrey,England,SU9045,-0.706,51.202,,13/10/2018,13/10/2018,13/10/2018,soil,coniferous; sandy,,,,,,,,Scots Pine (Pinus sylvestris),Surrey,,Surrey,Certain,Widespread,,2018,2018
9703063,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Stockhill,North Somerset,England,ST550515,-2.646,51.261,260,31/8/1996,31/8/1996,31/8/1996,soil,,,554494,,,,,A13 Mixed woodland,,"Somerset, North",6,,Certain,,,1996,1996
9731410,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Patshull Park,Shropshire | Staffordshire,England,SO7999,-2.304,52.593,,1/10/1967,1/10/1967,1/10/1967,,,,1553454,,,,T,,Pine (Pinus),Shropshire (Salop),40,,Certain,,,1967,1967
9733061,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,The Bog,Shropshire,England,SO3597,-2.953,52.571,,19/10/1999,19/10/1999,19/10/1999,,,,1195037,,,Reid's 1999 Preston Montford course,,,,Shropshire (Salop),40,,Certain,,,1999,1999
9740342,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Lutwyche Hall,Shropshire,England,SO5594,-2.658,52.547,,01/08/1927 to 31/08/1927,1/8/1927,31/8/1927,,,,1979472,,,Record of Bare Facts 37: 1927 (1928).,,,,Shropshire (Salop),40,,Certain,,,1927,1927
9748046,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Attingham Park,Shropshire,England,SJ5509,-2.66,52.681,,27/10/1998,27/10/1998,27/10/1998,,,,1552429,,,,T,,Larch (Larix),Shropshire (Salop),40,,Certain,,,1998,1998
9750441,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Dudmaston - Comer Wood,Shropshire,England,SO7489,-2.377,52.503,,19/10/1998,19/10/1998,19/10/1998,,,,1552188,,,,T,,Larch (Larix),Shropshire (Salop),40,,Certain,,,1998,1998
9752169,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Haye Park Wood,Shropshire | Herefordshire,England,SO4972,-2.743,52.348,,12/10/1982,12/10/1982,12/10/1982,soil,,,1176117,,,,,A13 Mixed woodland,Larch (Larix),Shropshire (Salop),40,,Certain,,,1982,1982
10131960,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,"Dry woodland most secondary/planted mixed wood,oak,beech and conifer. Unimproved pasture grassland to southern end with scrub/wood pasture.",,Bucknell Hill,Shropshire,England,SO3575,-2.949,52.374,,31/7/2004,31/7/2004,31/7/2004,leaf,litter,needle,1550380,,,,T,A122 Coniferous plantation,Larch (Larix),Shropshire (Salop),40,,Certain,,,2004,2004
10139803,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Dudmaston,Shropshire,England,SO7488,-2.377,52.494,,17/10/2004,17/10/2004,17/10/2004,leaf,litter,,1191571,,,,,A13 Mixed woodland,European Larch (Larix decidua),Shropshire (Salop),40,,Certain,,,2004,2004
10143574,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Wenlock Edge,Shropshire,England,SO6099,-2.585,52.592,,7/6/1987,7/6/1987,7/6/1987,,,,1178922,,,,,,Larch (Larix),Shropshire (Salop),40,,Certain,,,1987,1987
10143584,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Willey Park,Shropshire,England,SO6699,-2.496,52.592,,01/01/1901 to 31/12/1901,1/1/1901,31/12/1901,,,,1192085,,,Caradoc & Severn Valley field Club records,,,,Shropshire (Salop),40,,Certain,,,1901,1901
10143871,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Dudmaston,Shropshire,England,SO7488,-2.377,52.494,,26/8/1973,26/8/1973,26/8/1973,,,,1178935,,,,,,,Shropshire (Salop),40,,Certain,,,1973,1973
10148292,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Dudmaston,Shropshire,England,SO7489,-2.377,52.503,,10/5/1997,10/5/1997,10/5/1997,soil,,,1186459,,,,,A11 Broad-leaved woodland,Larch (Larix),Shropshire (Salop),40,,Certain,,,1997,1997
10148295,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Dudmaston,Shropshire,England,SO7489,-2.377,52.503,,10/5/1997,10/5/1997,10/5/1997,soil,,,1186460,,,,,A11 Broad-leaved woodland,Larch (Larix),Shropshire (Salop),40,,Certain,,,1997,1997
10153472,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Shirlett,Shropshire,England,SO6698,-2.496,52.583,,01/01/1901 to 31/12/1901,1/1/1901,31/12/1901,,,,1192087,,,Caradoc & Severn Valley field Club records,,,,Shropshire (Salop),40,,Certain,,,1901,1901
10154248,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Dudmaston,Shropshire,England,SO7489,-2.377,52.503,,1/10/2000,1/10/2000,1/10/2000,leaf,litter,,1190793,,,,,A13 Mixed woodland,Larch (Larix),Shropshire (Salop),40,,Certain,,,2000,2000
10159428,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Button Oak,Shropshire,England,SO7477,-2.376,52.395,,17/8/1999,17/8/1999,17/8/1999,,,,1190037,,,,,A111 Broad-leaved semi-natural,Larch (Larix),Shropshire (Salop),40,,Certain,,,1999,1999
10160791,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Dudmaston,Shropshire,England,SO7488,-2.377,52.494,,1/10/1995,1/10/1995,1/10/1995,soil,,,1183996,,,,,A11 Broad-leaved woodland,Larch (Larix),Shropshire (Salop),40,,Certain,,,1995,1995
10164832,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Colemere,Shropshire,England,SJ4333,-2.841,52.896,,01/01/1993 to 31/12/1993,1/1/1993,31/12/1993,,,,1180249,,,,,,Larch (Larix),Shropshire (Salop),40,,Certain,,,1993,1993
10167609,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Hope Valley NR,Shropshire,England,SJ3501,-2.954,52.607,,7/10/1995,7/10/1995,7/10/1995,soil,,,1183997,,,,,A13 Mixed woodland,Larch (Larix),Shropshire (Salop),40,,Certain,,,1995,1995
10167616,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Dudmaston,Shropshire,England,SO7489,-2.377,52.503,,1/10/1995,1/10/1995,1/10/1995,soil,,,1183998,,,,,A13 Mixed woodland,Larch (Larix),Shropshire (Salop),40,,Certain,,,1995,1995
10169017,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Attingham Park,Shropshire,England,SJ5509,-2.66,52.681,,21/10/1997,21/10/1997,21/10/1997,soil,,grassy,1187989,,,Records from Preston Montford field course 97,,A3 Parkland & scattered trees,,Shropshire (Salop),40,,Certain,,,1997,1997
10171614,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,The Bog,Shropshire,England,SO3597,-2.953,52.571,,21/10/1997,21/10/1997,21/10/1997,,,,1188341,,,Records from Preston Montford field course 97,,E1 Bog,,Shropshire (Salop),40,,Certain,,,1997,1997
10285521,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Sutton Park,Warwickshire,England,SP1096,-1.847,52.566,,9/10/1994,9/10/1994,9/10/1994,,,,1105842,,,,,,,Warwickshire,38,,Certain,,,1994,1994
10285622,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Arley Wood,Warwickshire,England,SP2790,-1.596,52.512,,7/10/1973,7/10/1973,7/10/1973,,,,1035822,,,,,,,Warwickshire,38,,Certain,,,1973,1973
10286596,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Coughton Park,Warwickshire,England,SP0660,-1.906,52.243,,13/10/1974,13/10/1974,13/10/1974,,,,1106422,,,,,,,Warwickshire,38,,Certain,,,1974,1974
10290308,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Mayswood,Warwickshire,England,SP1464,-1.789,52.278,,27/9/1980,27/9/1980,27/9/1980,,,,1427569,,,,,,,Warwickshire,38,,Certain,,,1980,1980
10291686,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Monks Park Wood,Warwickshire,England,SP2995,-1.566,52.557,,27/7/1968,27/7/1968,27/7/1968,soil,,,1427832,,,,,A122 Coniferous plantation,,Warwickshire,38,,Certain,,,1968,1968
10299472,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Wellesbourne,Warwickshire,England,SP2653,-1.614,52.179,,26/10/1972,26/10/1972,26/10/1972,,,,1443303,,,,,,,Warwickshire,38,,Certain,,,1972,1972
10299549,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Monks Park Wood,Warwickshire,England,SP2996,-1.566,52.566,,2/11/1973,2/11/1973,2/11/1973,,,,1443317,,,,,,,Warwickshire,38,,Certain,,,1973,1973
10299608,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Sutton Park,Warwickshire,England,SP1096,-1.847,52.566,,27/9/1970,27/9/1970,27/9/1970,,,,1443316,,,,,,,Warwickshire,38,,Certain,,,1970,1970
10320446,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Hay Wood,Warwickshire,England,SP2171,-1.686,52.341,,24/9/1973,24/9/1973,24/9/1973,,,,1202510,,,,,,,Warwickshire,38,,Certain,,,1973,1973
10326362,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Grendon Common,Warwickshire,England,SP2798,-1.596,52.584,,20/9/2009,20/9/2009,20/9/2009,soil,,,1941643,,,,,,Birch (Betula),Warwickshire,38,,Certain,,,2009,2009
10319944,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Hay Wood,Warwickshire,England,SP2171,-1.686,52.341,,14/9/1980,14/9/1980,14/9/1980,,,,1203206,,,,,,,Warwickshire,38,,Certain,,,1980,1980
10334595,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Hay Wood,Warwickshire,England,SP2171,-1.686,52.341,,5/9/1981,5/9/1981,5/9/1981,,,,698691,,,,,,,Warwickshire,38,,Certain,,,1981,1981
10336379,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Hay Wood,Warwickshire,England,SP2171,-1.686,52.341,,13/10/1984,13/10/1984,13/10/1984,,,,699063,,,,,,,Warwickshire,38,,Certain,,,1984,1984
10338636,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Coombe Abbey & Pool,Warwickshire,England,SP4079,-1.406,52.412,,22/10/2000,22/10/2000,22/10/2000,soil,,,1004528,,,,,A1 Woodland,Larch (Larix),Warwickshire,38,,Certain,,,2000,2000
10346048,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Heath End Plantation,Warwickshire,England,SP2361,-1.657,52.251,,15/10/1974,15/10/1974,15/10/1974,,,,1433027,,,,,,,Warwickshire,38,,Certain,,,1974,1974
10358650,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,"Sutton Park, Bracebridge",Warwickshire,England,SP1097,-1.846,52.575,,3/10/1998,3/10/1998,3/10/1998,,,,596318,,,,,,,Warwickshire,38,,Certain,,,1998,1998
10359636,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,"Sutton Park, Bracebridge",Warwickshire,England,SP1097,-1.846,52.575,,27/10/1991,27/10/1991,27/10/1991,,,,596021,,,,,,,Warwickshire,38,,Certain,,,1991,1991
10345422,Suillus fluryi,Huijsman,Suillus collinitus,(Fr.) Kuntze,NBNSYS0000041504,,,,Ufton Fields,Warwickshire,England,SP3861,-1.437,52.25,,17/9/1994,17/9/1994,17/9/1994,,,,701602,,,,,,,Warwickshire,38,,Certain,,,1994,1994
10415777,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Hawarden Castle,Flintshire,Wales,SJ315657,-3.026,53.184,,4/10/2014,4/10/2014,4/10/2014,,,,1984074,,,,,A13 Mixed woodland,,Flintshire,51,,Certain,,,2014,2014
10607178,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Haywood and Hergest Commons,Herefordshire,England,SO2756,-3.062,52.202,350,18/10/2006,18/10/2006,18/10/2006,soil,,,1286054,,,,T,C1 Bracken,Larch (Larix),Herefordshire,36,,Certain,,,2006,2006
10620265,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Wigmore Rolls,Herefordshire,England,SO3969,-2.889,52.32,200,9/10/2008,9/10/2008,9/10/2008,leaf,litter,needle,1456918,,,,T,A122 Coniferous plantation,Larch (Larix),Herefordshire,36,,Certain,,,2008,2008
10626676,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Haugh Wd south,Herefordshire,England,SO5835,-2.606,52.016,,28/9/2010,28/9/2010,28/9/2010,soil,,,1716910,,,,,,European Larch (Larix decidua),Herefordshire,36,,Certain,,,2010,2010
10626828,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Fishpool Valley,Herefordshire,England,SO4566,-2.801,52.294,140,11/9/1999,11/9/1999,11/9/1999,,,,457861,,,,,A111 Broad-leaved semi-natural,,Herefordshire,36,,Certain,,,1999,1999
10630831,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Croft Castle Estate Fishpool Valley,Herefordshire,England,SO457658,-2.797,52.288,,17/9/2011,17/9/2011,17/9/2011,,,,1913459,,,,,,,Herefordshire,36,,Certain,,,2011,2011
10632550,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Fishpool Valley,Herefordshire,England,SO4565,-2.8,52.285,125,4/6/2003,4/6/2003,4/6/2003,leaf,litter,,958312,,,,T,A11 Broad-leaved woodland,Larch (Larix),Herefordshire,36,,Certain,,,2003,2003
10635591,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Coneygree Wood,Herefordshire,England,SO7137,-2.417,52.035,150,23/6/1999,23/6/1999,23/6/1999,soil,,,456866,,,,,A13 Mixed woodland,Larch (Larix),Herefordshire,36,,Certain,,,1999,1999
10647632,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Barnett Wood,Herefordshire,England,SO3968,-2.889,52.311,200,8/9/2004,8/9/2004,8/9/2004,leaf,litter,,1120557,,,,T,A11 Broad-leaved woodland,Larch (Larix),Herefordshire,36,,Certain,,,2004,2004
10650194,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Mary Knoll Valley,Shropshire | Herefordshire,England,SO4873,-2.758,52.357,250,23/9/2000,23/9/2000,23/9/2000,soil,,,1631609,,,,,A13 Mixed woodland,Larch (Larix),Herefordshire,36,,Certain,,,2000,2000
10651016,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,parkland/garden,,Brand Green,Herefordshire | Worcestershire,England,SO7641,-2.344,52.071,240,12/10/2000,12/10/2000,12/10/2000,soil,,,1632253,,,,,,Larch (Larix),Herefordshire,36,,Certain,,,2000,2000
10651905,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Fishpool Valley,Herefordshire,England,SO4566,-2.801,52.294,150,4/10/2000,4/10/2000,4/10/2000,soil,,,1631514,,,,,A13 Mixed woodland,Larch (Larix),Herefordshire,36,,Certain,,,2000,2000
10659894,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Haye Park wood,Shropshire | Herefordshire,England,SO4971,-2.743,52.339,200,4/6/2002,4/6/2002,4/6/2002,leaf,litter,,954383,,,,T,A11 Broad-leaved woodland,Larch (Larix),Herefordshire,36,,Certain,,,2002,2002
10661306,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Fishpool Valley,Herefordshire,England,SO4565,-2.8,52.285,160,13/10/1973,13/10/1973,13/10/1973,,,,334983,,,,,A11 Broad-leaved woodland,,Herefordshire,36,,Certain,,,1973,1973
10665224,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Croft Castle drive,Herefordshire,England,SO4565,-2.8,52.285,170,29/8/2004,29/8/2004,29/8/2004,soil,,,1121049,,,,T,A3 Parkland & scattered trees,Larch (Larix),Herefordshire,36,,Certain,,,2004,2004
10667756,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Haye Park wood,Shropshire | Herefordshire,England,SO4971,-2.743,52.339,200,16/11/2004,16/11/2004,16/11/2004,leaf,litter,,1123368,,,,T,A11 Broad-leaved woodland,Larch (Larix),Herefordshire,36,,Certain,,,2004,2004
10672528,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Bircher Common,Herefordshire,England,SO4566,-2.801,52.294,260,8/6/2005,8/6/2005,8/6/2005,soil,,grassy,1225730,,,,T,B2 Neutral grassland,Larch (Larix),Herefordshire,36,,Certain,,,2005,2005
10682934,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Elton estate,Herefordshire,England,SO4570,-2.801,52.33,180,4/6/1968,4/6/1968,4/6/1968,,,,1118533,,,,T,A3 Parkland & scattered trees,,Herefordshire,36,,Certain,,,1968,1968
10692642,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Wigmore Rolls,Herefordshire,England,SO3969,-2.889,52.32,200,26/10/1997,26/10/1997,26/10/1997,soil,,grassy,344800,,,,A,A13 Mixed woodland,Gymnospermae,Herefordshire,36,,Certain,,,1997,1997
10695904,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Dinmore Hill,Herefordshire,England,SO5051,-2.725,52.16,150,4/10/1987,4/10/1987,4/10/1987,,,,337736,,,,,A11 Broad-leaved woodland,,Herefordshire,36,,Certain,,,1987,1987
